From File,To File
HeadlessFiles.java,Files.java
HeadlessNativesLoader.java,GdxNativesLoader.java
HeadlessNet.java,HeadlessApplicationConfiguration.java
HeadlessNet.java,Application.java
HeadlessNet.java,Gdx.java
HeadlessNet.java,Net.java
HeadlessNet.java,NetJavaImpl.java
HeadlessNet.java,NetJavaServerSocketImpl.java
HeadlessNet.java,NetJavaSocketImpl.java
HeadlessNet.java,ServerSocket.java
HeadlessNet.java,ServerSocketHints.java
HeadlessNet.java,Socket.java
HeadlessNet.java,SocketHints.java
HeadlessPreferences.java,HeadlessFileHandle.java
HeadlessPreferences.java,FileHandle.java
HeadlessPreferences.java,BufferedInputStream.java
HeadlessPreferences.java,File.java
HeadlessPreferences.java,Files.java
HeadlessPreferences.java,Preferences.java
HeadlessPreferences.java,GdxRuntimeException.java
HeadlessPreferences.java,StreamUtils.java
MockAudio.java,MockAudioDevice.java
MockAudio.java,MockAudioRecorder.java
MockAudio.java,MockMusic.java
MockAudio.java,MockSound.java
MockAudio.java,FileHandle.java
MockAudio.java,Audio.java
MockAudio.java,AudioDevice.java
MockAudio.java,AudioRecorder.java
MockAudio.java,Music.java
MockAudio.java,Sound.java
MockAudioDevice.java,AudioDevice.java
MockAudioRecorder.java,AudioRecorder.java
MockMusic.java,Music.java
MockSound.java,Sound.java
MockGraphics.java,Pixmap.java
MockGraphics.java,Application.java
MockGraphics.java,Graphics.java
MockGraphics.java,Cursor.java
MockGraphics.java,GL20.java
MockGraphics.java,GL30.java
MockGraphics.java,GLVersion.java
MockInput.java,Input.java
MockInput.java,InputAdapter.java
MockInput.java,InputProcessor.java
JavaSoundAudioRecorder.java,AudioRecorder.java
JavaSoundAudioRecorder.java,GdxRuntimeException.java
LwjglAudio.java,LwjglApplication.java
LwjglAudio.java,Audio.java
LwjglAudio.java,Disposable.java
Mp3.java,OpenALLwjglAudio.java
Mp3.java,OpenALMusic.java
Mp3.java,OpenALSound.java
Mp3.java,FileHandle.java
Mp3.java,GdxRuntimeException.java
Ogg.java,OggInputStream.java
Ogg.java,OpenALLwjglAudio.java
Ogg.java,OpenALMusic.java
Ogg.java,OpenALSound.java
Ogg.java,FileHandle.java
Ogg.java,StreamUtils.java
OggInputStream.java,ByteOrder.java
OggInputStream.java,Application.java
OggInputStream.java,Gdx.java
OggInputStream.java,GdxRuntimeException.java
OggInputStream.java,StreamUtils.java
OpenALAudioDevice.java,OpenALLwjglAudio.java
OpenALAudioDevice.java,InterruptedException.java
OpenALAudioDevice.java,Thread.java
OpenALAudioDevice.java,Buffer.java
OpenALAudioDevice.java,ByteBuffer.java
OpenALAudioDevice.java,IntBuffer.java
OpenALAudioDevice.java,AudioDevice.java
OpenALAudioDevice.java,MathUtils.java
OpenALAudioDevice.java,GdxRuntimeException.java
OpenALLwjglAudio.java,JavaSoundAudioRecorder.java
OpenALLwjglAudio.java,LwjglAudio.java
OpenALLwjglAudio.java,Mp3.java
OpenALLwjglAudio.java,Ogg.java
OpenALLwjglAudio.java,OpenALAudioDevice.java
OpenALLwjglAudio.java,OpenALMusic.java
OpenALLwjglAudio.java,OpenALSound.java
OpenALLwjglAudio.java,Wav.java
OpenALLwjglAudio.java,FileHandle.java
OpenALLwjglAudio.java,InterruptedException.java
OpenALLwjglAudio.java,Thread.java
OpenALLwjglAudio.java,FloatBuffer.java
OpenALLwjglAudio.java,AudioDevice.java
OpenALLwjglAudio.java,AudioRecorder.java
OpenALLwjglAudio.java,MathUtils.java
OpenALLwjglAudio.java,Array.java
OpenALLwjglAudio.java,GdxRuntimeException.java
OpenALLwjglAudio.java,IntArray.java
OpenALLwjglAudio.java,IntMap.java
OpenALLwjglAudio.java,LongMap.java
OpenALLwjglAudio.java,ObjectMap.java
OpenALMusic.java,OpenALLwjglAudio.java
OpenALMusic.java,FileHandle.java
OpenALMusic.java,Buffer.java
OpenALMusic.java,ByteBuffer.java
OpenALMusic.java,IntBuffer.java
OpenALMusic.java,Music.java
OpenALMusic.java,MathUtils.java
OpenALMusic.java,Array.java
OpenALMusic.java,FloatArray.java
OpenALMusic.java,GdxRuntimeException.java
OpenALSound.java,OpenALLwjglAudio.java
OpenALSound.java,Buffer.java
OpenALSound.java,ByteBuffer.java
OpenALSound.java,ByteOrder.java
OpenALSound.java,Sound.java
Wav.java,OpenALLwjglAudio.java
Wav.java,OpenALMusic.java
Wav.java,OpenALSound.java
Wav.java,FileHandle.java
Wav.java,EOFException.java
Wav.java,GdxRuntimeException.java
Wav.java,StreamUtils.java
DefaultLwjglInput.java,LwjglInput.java
DefaultLwjglInput.java,Pixmap.java
DefaultLwjglInput.java,ByteOrder.java
DefaultLwjglInput.java,IntBuffer.java
